里程碑编号,里程碑名称,任务编号,任务名称,责任人,执行人,工作项状态,计划开始时间,计划完成时间,计划工期,备注,实际开始时间,实际完成时间,实际工期
4.2.1.3,海关监管设施设备工程,4.2.1.3.7.8.1,LC-LC光纤跳线（30 条）,,杨智,逾期,,,,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.7.9.1,光纤配线架（3 个）,,杨智,逾期,,,,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.7.10.1,网络配线架（14 个）,,杨智,逾期,,,,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.7.10.2,理线器（14 个）,,杨智,逾期,,,,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.7.11.1,金属圆管（4000 米）,,杨智,逾期,,,,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.7.12.1,镀锌桥架（20 米）,,杨智,逾期,,,,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.7.13,支架制作安装 48.00 kg,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.8.1,24口接入交换机 7.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：浪潮、华三、华为,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.8.2,24口接入交换机（POE） 7.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：浪潮、华三、华为,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.9.1,远程查验系统软件 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.9.2,应用服务器 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.9.3,“中心”远程查验工作站 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：长城、华为、联想,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.1,系统软件 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.2,海关智能储物柜（主柜） 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.3,海关智能储物柜（副柜） 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,注意事项：我们的小柜数量是18个,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.4,普通货架 10.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.5,系统应用服务器 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.6,二维码扫描仪 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.7,条码打印机 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.8,热敏纸 1.00 卷,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.9,A4打印机 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.10.10,业务工作站 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：长城、华为、联想,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.11.1,AR+测温智能眼镜 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.11.2,智能远程监控终端 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.1,快拼采样室（拼装式采样间） 3.00 座,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.2,半球网络高清摄像机 30.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：大华、海康威视、宇视,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.3,信息模块（六类） 60.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：泛达、康宁、康普,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.4,双口信息面板 15.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：泛达、康宁、康普,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.5,隔离负压室设备箱 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.6,门禁控制器 5.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.7,双门电控锁 9.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.8,读卡器 9.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.9,开门按钮 9.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.12.10,波破开关 9.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.13.1,拆除 1.00 项,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.13.2,信息系统等级保护 1.00 项,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.3,海关监管设施设备工程,4.2.1.3.13.3,系统整体调试 1.00 系统,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.1,半球网络高清摄像机 23.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：大华、海康威视、宇视,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.2,智能球型摄像机 6.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：大华、海康威视、宇视,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.3,门禁控制器 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.4,双门电控锁 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.5,读卡器 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.6,开门按钮 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.7,波破开关 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.8,网络存储设备 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：大华、海康威视、宇视,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.9,配线RVV2*1.0mm2 1200.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：德特威勒、耐克森、赛普,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.10,配线RYYP6*1.00mm2 1000.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：德特威勒、耐克森、赛普,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.11.1,网线（18 箱）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.12.1,金属圆管（700 米）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.1.13,配管KBG32 80.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.1.1,网络模块（200 个）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.2.1,网络面板（100 个）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.3.1,网线（72 箱）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.4.1,48芯室内光缆（400 米）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.5.1,12芯室内光缆（120 米）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.6,设备网接入交换机 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：浪潮、华三、华为,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.7,设备箱 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.8.1,网络跳线（157 条）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.9.1,LC-LC光纤跳线（26 条）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.10.1,光纤配线架（2 个）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.11.1,网络配线架（14 个）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.11.2,理线器（14 个）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.2.12.1,金属圆管（2580 米）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.3.1,24口接入交换机 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：浪潮、华三、华为,,,
4.2.1.4,边检设施设备工程,4.2.1.4.3.2,48口接入交换机 3.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：浪潮、华三、华为,,,
4.2.1.4,边检设施设备工程,4.2.1.4.3.3,24口接入交换机（POE） 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：浪潮、华三、华为,,,
4.2.1.4,边检设施设备工程,4.2.1.4.3.4,48口接入交换机(POE) 3.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：浪潮、华三、华为,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.1,机柜800（W）*800（D）*2000（H）m 5.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.2,接地母线（30*4紫铜带） 35.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.3,接地母线（100*0.3铜箔） 77.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.4,接地母线WDZB-RYJ(F)-6 17.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.5,接地母线WDZB-RYJ(F)-16 17.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.6,接地端子箱 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.7.1,镀锌桥架（22 米）,,杨智,逾期,,,,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.8,支架制作安装 70.00 kg,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.9,PDU 10.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.4,边检设施设备工程,4.2.1.4.4.10,配线RYY3*6mm2 360.00 m,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：德特威勒、耐克森、赛普,,,
4.2.1.4,边检设施设备工程,4.2.1.4.5.1,拆除及安装 1.00 项,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.1,操作台1 3.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,原名称：办公桌,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.2,操作台1 4.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,原名称：办公桌,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.3,操作台2 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,原名称：小型会议桌,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.4,操作椅 4.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,原名称：办公椅,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.5,负压隔离轮椅 2.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.6,立柜 1.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,原名称：衣柜,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.7,医用储物柜1 4.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,原名称：文件柜,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.8,医用储物柜3 40.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,原名称：双边两门更衣柜,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.9,医用储物柜2 15.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.10,医用储物柜2 5.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.11,生物安全移运箱 4.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.12,生物安全柜 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.13,工作站 16.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,甲方品牌库：长城、华为、联想,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.14,医用储物架 9.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.15,医用货架 6.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.16,医疗垃圾桶 2.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.17,医疗垃圾桶 4.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.18,各类废弃物收集容器 3.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.19,额温计 2.00 个,王妙燕,,延期,2025-12-05,2025-12-31,27,参考链接：https://item.jd.com/100003406321.html#switch-sku,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.20,水银体温计 3.00 盒,王妙燕,,延期,2025-12-05,2025-12-31,27,参考链接：https://item.jd.com/100193778318.html#switch-sku,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.21,电子血压计 1.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,参考链接：https://item.jd.com/100012566566.html#switch-sku,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.22,医用电子血压计 4.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,参考链接：https://item.jd.com/100014291983.html,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.23,医学检查工具包 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.24,常用体格检查工具 2.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.25,采样工具 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.26,医疗急救箱 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.27,生物安全采样、送样箱 1.00 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.28,感应式手消毒器 6.00 台,王妙燕,,延期,2025-12-05,2025-12-31,27,参考链接：https://item.jd.com/10096766877668.html#switch-sku,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.29,移动式紫外消毒车 2 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.30,消毒药械 4 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.31,医用检查灯 1 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.32,医用检查灯 1 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.33,人机共存型循环空气消毒机 6 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.34,背负电动喷雾器 1 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.35,自动喷雾消毒通道 2 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.36,打印机 8 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.37,智能条码打印机及配套设备 1 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.38,诊疗推车 1 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.39,诊疗推车 3 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.40,医用诊疗车 6 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.41,抢救推车 1 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.42,普通担架 1 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.43,采样操作台 1 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.44,钢木结构实验台 1 个,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.45,普通冰箱 1 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.46,普通冰箱 6 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.47,低温冰箱 1 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.48,超低温冰箱 1 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.49,高压灭菌锅 1 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.50,诊床 2 张,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.51,诊疗床 1 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.52,诊疗床 3 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.53,值班设施1 30 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.54,防护装备 2 套,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.55,信息展示大屏 1 台,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.56,负压隔离舱 1 座,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.5,卫检设备工程,4.2.1.5.1.57,负压隔离单元 1 座,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.6,土建工程,4.2.1.6.1,装饰架,王妙燕,,延期,2025-12-05,2025-12-31,27,,,,
4.2.1.6,土建工程,4.2.1.6.2.1,无机涂料柱墙面（S内1） 221.6 m2,王妙燕,,延期,2025-12-05,2025-12-22,18,,,,
4.2.1.6,土建工程,4.2.1.6.2.2,600*600*35mm厚防静电架空地板（S楼4） 61.1 m2,王妙燕,,延期,2025-12-05,2025-12-22,18,,,,
4.2.1.6,土建工程,4.2.1.6.2.3,地砖踢脚（F踢1、S踢1、G踢1） 5.54 m2,王妙燕,,延期,2025-12-05,2025-12-22,18,,,,
4.2.1.6,土建工程,4.2.1.6.2.4,钢质甲级防火门 10.56 m2,王妙燕,,延期,2025-12-05,2025-12-22,18,,,,
4.2.1.6,土建工程,4.2.1.6.2.5,板上开洞 5 个,王妙燕,,延期,2025-12-05,2025-12-22,18,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.1,核辐射检测系统（通道式）（6 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.2,MVCM1011 V2红外成像测温仪（ 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.3,MVCM1011 V2红外成像测温仪模组（ 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.4,MVCUS1367-D(S)V3海关手提行李风险拦截通道（单通道）-右主边（3 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.5,MVCUS1367-D(S)V3海关手提行李风险拦截通道（单通道）-左主边（3 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.6,MVCUS1367-D海关手提行李风险拦截通道-中副边（3 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.7,MVCM1011 V2红外成像测温仪模组（ 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.8,核辐射检测系统（通道式）（ 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.9,MVCM1022-065X射线检查系统（双视角）（6 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.10,MVCM1022-065X射线检查系统（双视角）-包装木托（6 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.11,工控机（6 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.12,X光机结构件补件（1 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.1.13,MVCM1011 V2红外成像测温仪（6 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.2.1,MVCM1011 V2红外成像测温仪模组（ 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.2.2,核辐射检测系统（通道式）（4 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.2.3,MVCM1011 V2红外成像测温仪（ 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.2.4,MVCM1011 V2红外成像测温仪（4 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.2.5,MVCM1011 V2红外成像测温仪模组（ 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.2.6,核辐射检测系统（通道式）（ 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.3,海关申报自助终端（含申报信息校准容错功能） 4.00 台,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.4,健康咨询台 1.00 套,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.5.1,MVCUS1310-A5海关查验申报台（1 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.6.1,MVCUS1320-A5海关行李开包查验台（1 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.6.2,MVCUS1320-A5海关行李开包查验台-指示牌结构（1 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.6.3,透明强力双面胶（6 张）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.7,海关申报台 1.00 套,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.8.1,MVCUS1321-C5海关专用填卡台（1 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.1.9.1,MVCUS1330-B4海关自愿放弃物品投放箱（1 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.2.1.1,MVCM1022-100（双视角）X射线检测系统（1 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.2.1.2,X光机操作台（1 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.2.1.3,MVCM1022-100 （双视角）X光机木箱（ 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.2.1.4,工控机（1 台）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.2.1.5,MVCM1022-100 （双视角）X光机木托（ 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.2.2.1,智能上锁机（1 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.3,智能行李拦截服务平台,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.4,集中审图系统升级,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.5,信息发布系统,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.6.1.1,MVCUS1315-C 海关行李智能查验台（带翻译机）（3 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.1,海关监管设施设备工程,4.3.1.1.6.1.2,MVCUS1315-C 海关行李智能查验台-胶垫（ 件）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.2,边检设施设备工程,4.3.1.2,边检设施设备工程,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
4.3.1.3,卫检设备工程,4.3.1.3.1.1,智能流调设备 3.00 台,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
